entry_date,exit_date,side,size,entry_price,exit_price,pnl,pnl_pct,holding_bars,symbol,symbol_name,display_symbol
2021-09-15,2021-10-25,long,43887,4.275,3.6571,-27117.78,-14.45,40,007690,007690,007690
2021-09-15,2021-10-25,long,43570,4.3061,3.6855,-27039.54,-14.41,40,007689,007689,007689
2021-07-19,2021-10-25,long,56557,2.652,3.2996,36626.31,24.42,98,005669,005669,005669
2021-10-25,2021-11-23,long,105067,1.6254,1.5967,-3015.42,-1.77,29,012148,012148,012148
2021-10-25,2021-11-23,long,105222,1.623,1.5939,-3061.96,-1.79,29,012149,012149,012149
2021-10-25,2021-11-23,long,35012,4.8776,4.9033,899.81,0.53,29,001704,001704,001704
2021-11-23,2021-12-22,long,93007,1.8261,1.6193,-19233.85,-11.32,29,398021,398021,398021
2021-11-23,2021-12-22,long,94629,1.7948,1.7185,-7220.19,-4.25,29,010963,010963,010963
2021-12-22,2022-01-16,long,91855,1.793,1.8893,8845.64,5.37,25,005585,005585,005585
2021-12-22,2022-01-16,long,152102,1.0828,1.0739,-1353.71,-0.82,25,516770,516770,516770
2021-10-25,2022-01-16,long,110958,1.5391,1.496,-4782.29,-2.8,83,010085,010085,010085
2021-10-25,2022-01-16,long,105750,1.6149,1.5436,-7539.97,-4.42,83,010084,010084,010084
2022-07-03,2022-07-24,long,176797,0.9247,0.8865,-6753.65,-4.13,21,970101,970101,970101
2022-07-03,2022-07-24,long,170172,0.9607,0.921,-6755.83,-4.13,21,970100,970100,970100
2022-07-03,2022-07-24,long,173054,0.9447,0.8876,-9881.38,-6.04,21,970068,970068,970068
2022-07-03,2022-07-24,long,169098,0.9668,0.9083,-9892.23,-6.05,21,970067,970067,970067
2022-07-03,2022-07-24,long,169801,0.9628,0.9043,-9933.36,-6.08,21,970069,970069,970069
2022-07-24,2022-08-14,long,168360,0.9197,0.907,-2138.17,-1.38,21,970113,970113,970113
2022-07-24,2022-08-14,long,165853,0.9336,0.9207,-2139.5,-1.38,21,970112,970112,970112
2022-08-14,2022-09-29,long,105779,1.4413,1.3833,-6135.18,-4.02,46,959993,959993,959993
2022-08-14,2022-09-29,long,105779,1.4413,1.3833,-6135.18,-4.02,46,959991,959991,959991
2022-07-24,2022-09-29,long,169800,0.9119,0.8726,-6673.14,-4.31,67,970093,970093,970093
2022-07-24,2022-09-29,long,136291,1.1361,1.0872,-6664.63,-4.3,67,970094,970094,970094
2022-07-24,2022-09-29,long,170642,0.9074,0.8671,-6876.87,-4.44,67,970095,970095,970095
2022-09-29,2022-11-02,long,67717,2.178,2.153,-1692.92,-1.15,34,002420,002420,002420
2022-09-29,2022-11-02,long,132146,1.1161,1.2098,12382.08,8.4,34,014737,014737,014737
2022-09-29,2022-12-01,long,131698,1.1199,1.1311,1475.02,1.0,63,014736,014736,014736
2022-09-29,2022-12-30,long,78989,1.8672,1.8803,1034.76,0.7,92,159845,159845,159845
2022-11-02,2022-12-30,long,65018,2.3644,2.1712,-12561.48,-8.17,58,162719,162719,162719
2022-09-29,2023-02-03,long,59210,2.4909,2.7667,16330.12,11.07,127,512100,512100,512100
2022-12-30,2023-02-03,long,58166,2.5083,2.7615,14727.63,10.09,35,560010,560010,560010
2023-02-03,2023-03-03,long,131711,1.2,1.0625,-18110.26,-11.46,28,008284,008284,008284
2023-02-03,2023-03-03,long,887441,0.1781,0.1537,-21653.56,-13.7,28,008285,008285,008285
2022-12-30,2023-04-03,long,77466,1.8834,2.0838,15524.19,10.64,94,159633,159633,159633
2023-03-03,2023-04-03,long,53971,2.7871,2.7838,-178.1,-0.12,31,159845,159845,159845
2022-12-01,2023-04-03,long,76923,1.9978,2.0843,6653.84,4.33,123,159629,159629,159629
2023-04-03,2023-06-05,long,122284,1.2975,1.5322,28700.05,18.09,63,516010,516010,516010
2023-04-03,2023-06-05,long,121414,1.3068,1.541,28435.16,17.92,63,516770,516770,516770
2023-04-03,2023-06-05,long,115099,1.3785,1.6164,27382.05,17.26,63,012768,012768,012768
2023-03-03,2023-06-05,long,158057,0.9517,1.5513,94770.98,63.0,94,159869,159869,159869
2023-07-06,2023-08-04,long,64660,2.8786,2.7797,-6394.87,-3.44,29,001323,001323,001323
2023-07-06,2023-08-04,long,117027,1.5905,1.5423,-5640.7,-3.03,29,001322,001322,001322
2023-07-06,2023-08-04,long,123144,1.5115,1.3049,-25441.55,-13.67,29,006887,006887,006887
2023-07-06,2023-08-04,long,65049,2.8614,2.7627,-6420.34,-3.45,29,002170,002170,002170
2023-07-06,2023-09-04,long,178544,1.0425,1.1041,10998.31,5.91,60,159747,159747,159747
2023-08-04,2023-09-04,long,68927,2.6264,2.4918,-9277.57,-5.12,31,159629,159629,159629
2023-09-04,2023-10-11,long,142678,1.2213,1.1551,-9445.28,-5.42,37,016199,016199,016199
2023-09-04,2023-10-11,long,143500,1.2143,1.1478,-9542.75,-5.48,37,016202,016202,016202
2023-08-04,2023-11-09,long,69145,2.6181,2.4427,-12128.03,-6.7,97,159633,159633,159633
2023-09-04,2023-11-09,long,130068,1.3397,1.3423,338.18,0.19,66,008729,008729,008729
2023-08-04,2023-11-09,long,132014,1.3713,1.3321,-5174.95,-2.86,97,008728,008728,008728
2023-10-11,2023-11-09,long,69844,2.435,2.4504,1075.6,0.63,29,159629,159629,159629
2023-11-09,2023-12-08,long,112405,1.5188,1.3753,-16130.12,-9.45,29,010500,010500,010500
2023-11-09,2023-12-08,long,129915,1.3141,1.2716,-5521.39,-3.23,29,006603,006603,006603
2023-11-09,2023-12-08,long,111219,1.535,1.3904,-16082.27,-9.42,29,007718,007718,007718
2023-11-09,2023-12-08,long,124342,1.373,1.3634,-1193.68,-0.7,29,018566,018566,018566
2023-12-08,2024-01-08,long,187233,0.866,0.784,-15353.11,-9.47,31,570006,570006,570006
2023-11-09,2024-01-08,long,93367,1.8285,1.6682,-14966.73,-8.77,60,018658,018658,018658
2024-01-08,2024-02-06,long,142149,1.1232,0.9219,-28614.59,-17.92,29,018121,018121,018121
2023-12-08,2024-02-06,long,140348,1.1553,0.952,-28532.75,-17.6,60,018113,018113,018113
2023-12-08,2024-02-06,long,140057,1.1577,0.9544,-28473.59,-17.56,60,018112,018112,018112
2024-01-08,2024-02-06,long,141947,1.1248,0.9234,-28588.13,-17.91,29,018120,018120,018120
2024-03-12,2024-04-12,long,63281,2.118,1.942,-11137.46,-8.31,31,001706,001706,001706
2024-03-12,2024-04-12,long,63293,2.1176,1.8192,-18886.63,-14.09,31,008729,008729,008729
2024-03-12,2024-04-12,long,63784,2.1013,1.8034,-19001.25,-14.18,31,008728,008728,008728
2024-03-12,2024-04-12,long,59755,2.243,2.057,-11114.43,-8.29,31,012847,012847,012847
2024-04-12,2024-05-16,long,90524,1.34,1.2921,-4336.1,-3.57,34,517520,517520,517520
2024-04-12,2024-05-16,long,93280,1.3004,1.2967,-345.14,-0.28,34,018504,018504,018504
2024-04-12,2024-05-16,long,93474,1.2977,1.2935,-392.59,-0.32,34,018505,018505,018505
2024-05-16,2024-06-17,long,111238,1.09,0.993,-10790.09,-8.9,32,671010,671010,671010
2024-05-16,2024-06-17,long,107357,1.1294,1.0976,-3413.95,-2.82,32,015111,015111,015111
2024-05-16,2024-06-17,long,106015,1.1437,1.1119,-3371.28,-2.78,32,015110,015110,015110
2024-03-12,2024-06-17,long,37281,3.5951,3.5566,-1435.32,-1.07,97,159925,159925,159925
2024-06-17,2024-07-15,long,121561,0.964,0.9295,-4193.85,-3.58,28,970185,970185,970185
2024-06-17,2024-07-15,long,116835,1.003,0.9686,-4019.12,-3.43,28,880006,880006,880006
2024-06-17,2024-07-15,long,76566,1.5305,1.4636,-5122.27,-4.37,28,161037,161037,161037
2024-06-17,2024-07-15,long,115294,1.0164,0.9804,-4150.58,-3.54,28,970184,970184,970184
2024-07-15,2024-08-13,long,59791,1.9014,1.9029,89.69,0.08,29,020533,020533,020533
2024-07-15,2024-08-13,long,36375,3.1254,2.7084,-15168.37,-13.34,29,001323,001323,001323
2024-07-15,2024-08-13,long,72537,1.5673,1.5687,101.55,0.09,29,020532,020532,020532
2024-08-13,2024-09-11,long,103280,1.0715,1.0332,-3955.62,-3.57,29,513190,513190,513190
2024-07-15,2024-10-18,long,77349,1.4698,1.4001,-5391.23,-4.74,95,020070,020070,020070
2024-07-15,2024-10-18,long,78217,1.4535,1.4594,461.48,0.41,95,020069,020069,020069
2024-08-13,2024-12-17,long,93058,1.1892,1.5834,36683.46,33.15,126,512200,512200,512200
2024-09-11,2025-01-16,long,48164,2.258,2.7811,25194.59,23.17,127,510580,510580,510580
2025-01-16,2025-02-21,long,31790,3.735,3.9144,5703.13,4.8,36,510310,510310,510310
2024-10-18,2025-02-21,long,59795,1.9857,1.9631,-1351.37,-1.14,126,516160,516160,516160
2024-10-18,2025-02-21,long,37430,3.1722,3.4165,9144.15,7.7,126,563330,563330,563330
2024-12-17,2025-03-24,long,50469,2.4817,2.5877,5349.71,4.27,97,516300,516300,516300
2025-01-16,2025-04-22,long,77173,1.5386,1.7474,16113.72,13.57,96,018124,018124,018124
2025-02-21,2025-04-22,long,78997,1.6813,1.4316,-19725.55,-14.85,60,016530,016530,016530
2025-02-21,2025-04-22,long,63355,2.0964,1.7342,-22947.18,-17.28,60,018125,018125,018125
2025-04-22,2025-05-26,long,55752,2.1409,2.265,6918.82,5.8,34,014283,014283,014283
2025-04-22,2025-06-25,long,73601,1.6217,1.6496,2053.47,1.72,64,014938,014938,014938
2025-04-22,2025-06-25,long,74511,1.6019,1.6284,1974.54,1.65,64,014939,014939,014939
2025-03-24,2025-07-24,long,49104,2.6922,2.8693,8696.32,6.58,122,510100,510100,510100
2025-06-25,2025-08-22,long,74538,1.7052,2.2033,37127.38,29.21,58,022286,022286,022286
2025-05-26,2025-08-22,long,126434,0.978,1.516,68021.49,55.01,88,470888,470888,470888
2025-07-24,2025-08-22,long,34080,4.2234,4.462,8131.49,5.65,29,159393,159393,159393
2025-06-25,2025-08-22,long,110620,1.149,1.503,39159.48,30.81,58,017873,017873,017873
2025-08-22,2025-09-22,long,26556,5.8052,6.3191,13647.13,8.85,31,001437,001437,001437
2025-08-22,2025-10-29,long,61313,2.5144,3.3134,48989.09,31.78,68,018956,018956,018956
2025-08-22,2025-10-29,long,62078,2.4834,3.2688,48756.06,31.63,68,018957,018957,018957
2025-08-22,2025-11-27,long,60836,2.5341,3.3015,46685.55,30.28,97,022364,022364,022364
2025-10-29,2025-11-27,long,49016,4.184,3.598,-28723.38,-14.01,29,001480,001480,001480
2025-08-22,2025-11-27,long,61145,2.5213,3.2795,46360.14,30.07,97,022365,022365,022365
2025-10-29,2025-11-27,long,42541,4.8208,4.1218,-29736.16,-14.5,29,501046,501046,501046
2025-11-27,2025-12-26,long,193725,0.9465,1.0869,27198.99,14.83,29,011900,011900,011900
2025-11-27,2025-12-26,long,85963,2.133,2.448,27078.34,14.77,29,740001,740001,740001
2025-11-27,2025-12-26,long,132409,1.3848,1.5148,17213.17,9.39,29,011815,011815,011815
2025-11-27,2025-12-26,long,87356,2.099,2.408,26993.0,14.72,29,016579,016579,016579
2025-11-27,2025-12-26,long,189403,0.9681,1.1121,27274.03,14.87,29,011899,011899,011899
2025-12-26,2026-01-28,long,119436,1.7458,1.7518,716.62,0.34,33,002125,002125,002125
2025-12-26,2026-01-28,long,60617,3.4398,3.6505,12772.0,6.13,33,004320,004320,004320
2025-12-26,2026-01-28,long,88917,2.345,2.394,4356.93,2.09,33,290014,290014,290014
2025-12-26,2026-01-28,long,121581,1.715,1.7201,620.06,0.3,33,018291,018291,018291
2025-12-26,2026-01-28,long,99766,2.09,2.132,4190.17,2.01,33,290008,290008,290008
2026-01-28,2026-03-06,long,105383,2.0216,1.922,-10496.15,-4.93,37,159218,159218,159218
2026-01-28,2026-03-06,long,27845,7.651,7.341,-8631.95,-4.05,37,519095,519095,519095
2026-01-28,2026-03-06,long,108138,1.9701,1.8055,-17799.51,-8.35,37,159206,159206,159206
