date,code,g,F1,F2,limit,p1430,p1445,p1500,pc,pass
2024-08-02,600501,0.10009535288768756,False,True,True,23.08,23.08,23.08,20.979999542236328,False
2024-08-02,000880,-0.03442339840779063,False,False,False,11.22,10.93,11.0,11.619999885559082,False
2024-08-05,001379,0.10012215648713396,False,True,True,36.04,36.04,36.04,32.7599983215332,False
2024-08-05,600611,0.10000002056944646,False,True,True,11.22,11.22,11.22,10.199999809265137,False
2024-08-05,000908,0.04954953602348966,False,True,False,2.33,2.33,2.33,2.2200000286102295,False
2024-08-05,000953,0.09925552589752162,False,True,False,4.43,4.43,4.43,4.03000020980835,False
2024-08-05,000901,0.09963441146480445,False,True,False,12.03,12.03,12.03,10.9399995803833,False
2024-08-06,001379,-0.0679800458737444,False,False,False,33.59,32.9,32.44,36.040000915527344,False
2024-08-06,000908,0.05150218035332621,False,True,False,2.45,2.45,2.45,2.3299999237060547,False
2024-08-06,000953,0.09932284169554695,False,True,False,4.87,4.87,4.87,4.429999828338623,False
2024-08-06,600611,-0.09982176830423539,False,True,False,10.1,10.1,10.1,11.220000267028809,False
2024-08-06,000901,0.06317541844542518,False,True,False,12.79,12.77,12.7,12.029999732971191,False
2024-08-07,300147,0.19635341698291953,False,False,False,8.53,8.3,8.43,7.130000114440918,False
2024-08-07,000908,0.04897957142071685,False,True,False,2.57,2.57,2.57,2.450000047683716,False
2024-08-07,600611,0.004950457093249927,False,False,False,10.15,10.08,10.1,10.100000381469727,False
2024-08-07,600280,0.10126579287265791,False,True,True,3.48,3.48,3.48,3.1600000858306885,False
2024-08-07,300472,0.06928835895871632,False,True,False,5.71,5.72,5.73,5.340000152587891,False
2024-08-08,300147,0.11981016112230836,False,False,False,9.44,9.29,9.32,8.430000305175781,False
2024-08-08,000908,0.05058368487705356,False,True,False,2.7,2.7,2.7,2.569999933242798,False
2024-08-08,000901,-0.078740175089686,False,False,False,12.87,12.81,13.81,13.970000267028809,False
2024-08-08,600343,-0.06974462513668078,False,False,False,9.47,9.32,9.36,10.180000305175781,False
2024-08-08,002651,0.03484849980164295,False,False,False,6.83,6.7,6.53,6.599999904632568,False
2024-08-09,688613,0.1996892103569179,False,True,False,15.44,15.44,15.44,12.869999885559082,False
2024-08-09,300653,0.14109843950530676,False,False,False,24.1,24.04,24.46,21.1200008392334,False
2024-08-09,300147,-0.04828323063938755,False,True,False,8.87,8.9,8.84,9.319999694824219,False
2024-08-09,000908,-0.04814816495845653,False,True,False,2.57,2.57,2.57,2.700000047683716,False
2024-08-09,000597,0.10093459906416902,False,True,True,5.89,5.89,5.89,5.349999904632568,False
2024-08-12,300147,0.1945701151270438,False,True,False,10.56,10.61,10.61,8.84000015258789,False
