code,date,score
002115,2025-09-09,13.810895258218876
605255,2025-09-10,22.33484935478595
601116,2025-09-10,15.153118675337414
688388,2025-09-10,13.74864671343853
603359,2025-09-10,13.106573203650749
688228,2025-09-10,13.04814831333578
600103,2025-09-11,16.41947094408103
301248,2025-09-11,15.25606599426001
688388,2025-09-11,13.28390074386917
300382,2025-09-11,12.74978744587909
603359,2025-09-11,12.743446069871474
000656,2025-09-12,68.29318521155247
600103,2025-09-12,14.724629398378662
688521,2025-09-12,14.219066412804413
688228,2025-09-12,13.072665545424414
000718,2025-09-12,12.3261161776026
600376,2025-09-15,17.546194033357814
688228,2025-09-15,17.271160102147277
300661,2025-09-15,14.198295405424735
600103,2025-09-15,13.488304143558558
688536,2025-09-15,13.082389477816417
688766,2025-09-16,16.945928068464283
600162,2025-09-16,15.794077878858543
603959,2025-09-16,15.509392133675723
600376,2025-09-16,15.10873345650251
301488,2025-09-16,14.255045150465463
300959,2025-09-17,19.02760850748343
301421,2025-09-17,18.932743764503137
600376,2025-09-17,18.069307161375576
600162,2025-09-17,17.596540343733327
301488,2025-09-17,15.704761229665449
605255,2025-09-18,23.672550229364486
688062,2025-09-18,22.15199076129761
600376,2025-09-18,20.789692492013476
000981,2025-09-18,15.36261296080222
301013,2025-09-18,14.96568426627793
605255,2025-09-19,27.40559045397096
600162,2025-09-19,19.41744227152461
600376,2025-09-19,18.109440823787804
688228,2025-09-19,16.01861381982979
002059,2025-09-19,15.142391240362606
605255,2025-09-22,29.882489565416883
300111,2025-09-22,20.323591309016997
002059,2025-09-22,14.606843722131892
688028,2025-09-22,13.957366755751789
002641,2025-09-22,13.21064381484615
605255,2025-09-23,32.77835104301812
300604,2025-09-23,20.453856999215457
300111,2025-09-23,19.96563610857136
600635,2025-09-23,15.04716168728892
300250,2025-09-23,14.77666754669137
600635,2025-09-24,17.647504106489016
688585,2025-09-24,15.641347186741601
002453,2025-09-24,15.087206682407713
002060,2025-09-24,14.930704122293218
600167,2025-09-24,14.60307292211753
688109,2025-09-25,22.651079097794
300111,2025-09-25,19.595536585513713
002453,2025-09-25,15.289543591720829
605358,2025-09-25,14.286955791982752
688233,2025-09-25,14.257264426164232
688109,2025-09-26,25.875676525163406
300080,2025-09-26,19.115014745163982
603156,2025-09-26,15.868068401277958
000020,2025-09-26,15.402120323052472
002513,2025-09-26,15.099399540059835
688109,2025-09-29,26.39066900820897
300948,2025-09-29,17.648234352031775
688335,2025-09-29,17.49357250773537
002925,2025-09-29,15.45075802551198
002513,2025-09-29,15.352423838108106
002513,2025-09-30,20.23036775898058
300948,2025-09-30,20.0694555214689
688109,2025-09-30,18.281324240907903
600629,2025-09-30,15.939938609994925
001309,2025-09-30,15.594074764879332
002513,2025-10-09,17.950944670018444
300948,2025-10-09,16.617678029654666
688109,2025-10-09,15.690628125930843
301137,2025-10-09,14.368933388776757
001309,2025-10-09,14.261509204595557
301137,2025-10-10,21.026196143497014
300692,2025-10-10,20.115535249253757
300179,2025-10-10,18.828267056359294
300948,2025-10-10,16.162885657102866
688109,2025-10-10,14.150389166662514
688109,2025-10-13,15.040088096530638
301323,2025-10-13,13.497608302966745
300260,2025-10-13,12.259323222286753
002910,2025-10-13,11.86565220532568
688691,2025-10-13,11.486611806142143
301323,2025-10-14,21.413272993991406
300408,2025-10-14,16.5513446697458
002208,2025-10-14,16.25561685291311
300684,2025-10-14,15.864757241884417
300260,2025-10-14,15.735577904887226
688109,2025-10-15,20.289261811452242
301323,2025-10-15,16.338525973070368
600078,2025-10-15,15.75484776130203
600960,2025-10-15,15.50365777642422
688691,2025-10-15,13.569166638835538
300141,2025-10-16,17.909080556646824
600629,2025-10-16,17.735000989004146
002885,2025-10-16,16.401909833323767
000626,2025-10-16,15.60180070163101
002825,2025-10-16,14.852832717788385
600403,2025-10-17,18.3092605746736
603938,2025-10-17,17.720330413125126
300588,2025-10-17,17.26630790736224
002825,2025-10-17,16.857875010632224
688109,2025-10-17,16.6357115212888
688109,2025-10-20,20.24284636105923
000626,2025-10-20,18.455214084165895
603938,2025-10-20,16.437147541540597
600403,2025-10-20,13.275825415987326
605255,2025-10-20,13.163606185173567
301158,2025-10-21,24.255479339055704
600403,2025-10-21,20.586704575938818
688109,2025-10-21,18.675784776037144
605255,2025-10-21,17.174248985172646
002767,2025-10-21,14.349963531348903
605255,2025-10-22,26.457307675479953
301158,2025-10-22,18.68266389764449
600403,2025-10-22,17.49747605337915
002208,2025-10-22,16.724163490951703
688109,2025-10-22,16.497980200655352
300675,2025-10-23,22.830478081137336
600403,2025-10-23,20.756571525015623
605255,2025-10-23,20.61735034721056
301499,2025-10-23,17.501321701426868
000852,2025-10-23,17.122244547377775
605255,2025-10-24,18.991222647232064
688183,2025-10-24,16.58696599279503
600403,2025-10-24,15.542399645071733
300455,2025-10-24,14.467807618961237
605178,2025-10-24,14.153243671510783
688109,2025-10-27,16.19041882690652
605255,2025-10-27,15.252284877336642
605178,2025-10-27,13.427542081291701
600403,2025-10-27,13.073081676028274
300300,2025-10-27,12.243075806029916
300300,2025-10-28,19.23100419129459
605178,2025-10-28,16.254446697238798
688109,2025-10-28,15.356167450306724
002512,2025-10-28,14.760611068764188
000969,2025-10-28,14.603857535382714
300300,2025-10-29,18.887904615790017
