,0
2025-03-07,238271.31555020457
2025-03-10,239392.31288373118
2025-03-11,238253.2675366822
2025-03-12,238154.264770073
2025-03-13,239397.2635369721
2025-03-14,243418.26540045172
2025-03-17,248076.26567892462
2025-03-18,249971.2646584931
2025-03-19,245633.26529077918
2025-03-20,245738.26457075507
2025-03-21,244615.26297144324
2025-03-24,238748.26549105078
2025-03-25,236242.2649960938
2025-03-26,237479.26574758918
2025-03-27,233415.2633290711
2025-03-28,230932.26564936072
2025-03-31,225715.26523641974
2025-04-01,228688.26600126654
2025-04-02,227518.26494745642
2025-04-03,226805.26431612403
2025-04-07,208450.26663355262
2025-04-08,206216.26597456366
2025-04-09,207436.95082185348
2025-04-10,211667.53899571975
2025-04-11,212530.9293222197
2025-04-14,216299.7605991133
2025-04-15,216383.5407686003
2025-04-16,215245.84004399856
2025-04-17,216911.9614076384
2025-04-18,215896.07939241012
2025-04-21,213655.22315023025
2025-04-22,211000.87816236098
2025-04-23,209924.1432857283
2025-04-24,209049.80735299666
2025-04-25,207324.8051833876
2025-04-28,204076.8061113127
2025-04-29,203639.02058122237
2025-04-30,204951.9056987532
2025-05-06,207286.69049260695
2025-05-07,208813.28029153426
2025-05-08,209949.18086049636
2025-05-09,210191.98662755569
2025-05-12,215516.17247334702
2025-05-13,216507.17243424637
2025-05-14,219888.17061654312
2025-05-15,225476.17282143814
2025-05-16,222124.17279950363
2025-05-19,229771.17254010422
2025-05-20,234561.17302647812
2025-05-21,239994.1720651744
2025-05-22,240906.17243520005
2025-05-23,237000.17027131302
2025-05-26,243144.17232743485
2025-05-27,249923.17380181534
2025-05-28,252396.17239705307
2025-05-29,250527.17372647507
2025-05-30,250916.17323628647
2025-06-03,249953.17138901932
2025-06-04,253208.17155114395
2025-06-05,251908.17193261368
2025-06-06,252652.1732496379
2025-06-09,257360.1721214412
2025-06-10,255114.10209598238
2025-06-11,257472.10385265047
2025-06-12,255752.10358562166
