sym,close,amt20_wan,volbr,ret20_pct,comp_prov,rank_prov
sh600660,53.8,50319.5,0.648,-5.94,0.392,2488
sz002110,2.88,7042.7,1.459,-6.49,0.3917,2489
sz002294,30.98,31077.1,0.706,-3.28,0.3892,2490
sz300123,4.37,14959.0,0.861,-0.91,0.3856,2491
sh688338,32.51,4405.8,1.038,6.56,0.385,2492
sh603528,6.58,6168.4,1.064,2.65,0.3843,2493
sh688356,102.34,58074.8,1.091,-20.05,0.3836,2494
sh603116,6.75,3228.2,1.281,4.49,0.3829,2495
sz000661,73.25,36965.1,0.76,-6.7,0.3808,2496
sz002788,10.82,13849.0,0.901,-1.19,0.3799,2497
sh603288,34.27,51744.2,0.611,-4.62,0.379,2498
sh600177,8.19,21265.7,0.559,6.36,0.3761,2499
sz002730,22.82,23828.1,0.67,0.8,0.3759,2500
sh688709,25.98,8764.7,0.932,2.57,0.3745,2501
sz002083,9.58,25441.3,0.867,-6.17,0.3742,2502
sz002606,12.3,17326.7,0.947,-4.5,0.3712,2503
sh688722,14.57,3521.0,1.136,6.74,0.3705,2504
sh688387,12.43,43121.1,0.576,-1.27,0.3699,2505
sz000786,16.05,32794.7,0.878,-8.91,0.3697,2506
sh688775,95.0,38721.5,1.307,-20.3,0.3697,2507
sh600963,3.41,10303.4,1.043,-1.73,0.369,2508
sz300628,41.52,35518.8,0.495,4.37,0.3679,2509
sz300239,5.29,3570.6,1.355,2.32,0.3659,2510
sh600726,5.07,51391.1,0.848,-12.44,0.3657,2511
sh688237,59.33,8576.4,0.779,7.29,0.3647,2512
sh603212,11.85,9273.9,0.958,1.46,0.3647,2513
sz300245,6.14,5505.3,1.024,4.96,0.3635,2514
sh600055,10.58,4813.1,1.585,-4.43,0.3632,2515
sh600877,12.12,12893.0,0.861,0.83,0.3631,2516
sz000990,6.44,24545.6,0.68,0.31,0.3615,2517
sh603280,26.75,4741.4,1.192,2.73,0.3615,2518
sh603010,12.45,9809.1,0.677,9.5,0.3583,2519
sz300919,38.31,31185.4,0.784,-5.48,0.3572,2520
sz002920,83.51,51172.8,0.582,-3.02,0.3557,2521
sz300721,22.47,19029.7,0.696,2.32,0.3556,2522
sz301293,50.72,21387.2,0.802,-2.31,0.3549,2523
sh600633,10.33,15277.2,0.79,1.37,0.3549,2524
sz300928,25.34,4647.1,1.421,-1.29,0.3539,2525
sh605060,40.44,13570.7,1.065,-4.73,0.3508,2526
sh600029,4.97,24739.6,0.754,-2.17,0.3503,2527
sz300699,23.56,18658.6,0.749,0.77,0.3501,2528
sz002457,11.3,38809.3,0.516,2.73,0.3498,2529
sz300513,7.36,3650.6,1.59,-1.6,0.3485,2530
sh600645,19.25,13665.5,0.975,-2.58,0.3465,2531
sz300887,7.09,6643.8,1.227,-1.12,0.3464,2532
sz300267,3.32,10229.8,0.998,-0.3,0.3464,2533
sh603725,11.97,14868.5,1.018,-4.47,0.3462,2534
sz300131,15.23,102172.4,0.503,-6.1,0.3449,2535
sz002079,9.08,19207.9,0.826,-1.84,0.344,2536
sh600222,8.03,14384.9,0.849,0.37,0.3419,2537
sz300538,15.62,6922.5,0.966,4.41,0.3418,2538
sz002559,9.17,16722.1,0.758,1.66,0.3417,2539
sz002213,29.34,33579.0,0.78,-5.9,0.3413,2540
sz000665,4.04,7499.9,1.021,2.28,0.3411,2541
sz301258,26.96,2170.4,1.598,3.49,0.3406,2542
sh603183,4.99,8700.1,0.844,5.5,0.3405,2543
sh603559,9.22,23271.2,0.563,5.73,0.34,2544
sh601038,13.89,16810.9,0.901,-2.59,0.3394,2545
sz300770,34.86,8599.5,0.94,2.98,0.3391,2546
sh600505,10.24,10568.6,1.134,-3.67,0.339,2547
sh603379,51.31,36619.9,0.959,-11.79,0.3386,2548
sz300612,12.32,7090.9,1.005,3.27,0.3354,2549
sz300698,28.27,7155.2,0.885,6.32,0.3343,2550
sz003021,70.75,21965.4,0.739,-0.3,0.3342,2551
sz002842,33.78,104084.9,0.563,-8.92,0.3331,2552
sh600683,9.62,31159.1,0.754,-4.18,0.3311,2553
sh603272,16.1,7659.8,0.688,11.88,0.3304,2554
sz002652,4.69,10266.1,0.571,13.56,0.3302,2555
sh600996,6.85,11434.9,0.907,1.18,0.3278,2556
sz300074,3.82,6353.6,1.311,-2.05,0.3254,2557
sz000820,3.58,4515.2,1.566,-2.98,0.3207,2558
sh603444,344.58,55008.8,0.715,-8.37,0.3198,2559
sh601077,6.54,42038.1,0.698,-5.08,0.3173,2560
sh603202,52.87,4171.3,1.364,1.23,0.3173,2561
sz300383,11.2,42444.8,0.804,-8.65,0.3171,2562
sh600864,5.82,34548.1,0.593,0.87,0.3151,2563
sz002115,10.0,37982.4,0.751,-5.84,0.3148,2564
sh605298,45.61,3343.6,1.861,-4.18,0.3145,2565
sz003816,4.18,48651.0,0.515,0.97,0.314,2566
sh688363,35.05,7400.0,1.31,-3.39,0.3139,2567
sz300713,13.65,3440.9,1.461,1.49,0.3138,2568
sz300299,5.36,10605.6,1.011,-0.56,0.3137,2569
sh600032,6.77,17647.9,0.845,-1.17,0.3124,2570
sz000727,2.2,14283.9,1.012,-3.51,0.3117,2571
sz002906,27.78,21687.1,0.635,3.85,0.3107,2572
sh603038,17.39,13187.9,0.88,0.75,0.3083,2573
sz301379,21.81,21064.2,0.655,3.41,0.307,2574
sz300602,39.0,106062.0,0.586,-9.78,0.3067,2575
sh688051,25.55,4521.3,1.276,2.2,0.3067,2576
sz300683,26.03,12138.3,0.965,-0.65,0.3062,2577
sz002771,13.66,14557.9,0.563,10.79,0.3048,2578
sz300443,19.56,12674.3,0.772,4.43,0.303,2579
sz300673,15.03,6052.1,0.514,21.7,0.3029,2580
sh603779,8.3,13665.8,0.829,1.97,0.3018,2581
sz301292,58.54,36539.6,0.908,-9.97,0.3014,2582
sz300057,6.62,14831.1,0.843,0.76,0.2995,2583
sh600775,9.61,10887.7,0.952,0.84,0.2987,2584
sz301172,18.79,11690.7,0.588,11.98,0.2968,2585
sh600760,44.08,81247.4,0.473,-1.76,0.2965,2586
sh688633,22.62,92894.6,0.53,-5.87,0.2965,2587
sh601618,2.55,21500.7,0.862,-3.41,0.2963,2588
sh600094,4.05,9661.5,1.142,-2.41,0.2956,2589
sz001306,56.82,4542.3,1.102,5.89,0.2955,2590
sh600489,23.4,190940.0,0.499,-11.46,0.295,2591
sh600691,2.76,37194.5,0.526,3.37,0.294,2592
sz300528,13.75,25054.0,0.553,6.01,0.2928,2593
sh600642,8.73,15628.3,0.74,3.56,0.2907,2594
sz002320,6.41,44857.9,0.586,-1.08,0.2889,2595
sh605020,31.77,29499.1,0.618,1.76,0.2887,2596
sh688132,16.72,4535.3,0.513,24.78,0.2869,2597
sh688659,9.31,74966.9,0.777,-12.99,0.284,2598
sz301052,24.31,13986.9,0.714,5.6,0.2839,2599
sh600658,4.13,5117.5,1.278,1.23,0.2835,2600
sh605123,81.6,12452.5,0.706,7.04,0.282,2601
sh601216,4.51,28158.5,0.754,-2.59,0.2812,2602
sz300952,16.91,6437.0,1.018,4.58,0.281,2603
sh688188,97.31,18154.1,0.843,-1.01,0.2808,2604
sz000923,16.36,32825.5,0.613,0.99,0.2804,2605
sh688318,81.68,68937.1,0.384,5.2,0.2794,2606
sh600025,9.6,27497.7,0.734,-1.64,0.2782,2607
sh603297,115.58,15087.3,0.627,8.15,0.2774,2608
sh600885,33.3,44258.5,0.655,-3.53,0.2765,2609
sz300310,4.32,7859.8,1.324,-3.79,0.2765,2610
sz000965,3.37,14212.7,0.76,4.01,0.2765,2611
sh600848,8.72,6385.2,1.263,-0.57,0.2755,2612
sh601126,39.5,88673.3,0.638,-9.69,0.2752,2613
sh601128,6.19,34841.9,0.71,-3.13,0.2742,2614
sh603863,12.61,4651.8,1.41,-0.08,0.2697,2615
sh600909,8.09,80828.0,0.506,-3.0,0.2678,2616
sz301565,20.33,8835.9,1.041,1.09,0.2665,2617
sz002364,36.34,94638.6,0.523,-5.36,0.2664,2618
sz002899,21.34,9077.8,0.772,8.16,0.2662,2619
sz300051,8.26,12559.5,1.013,-1.67,0.2641,2620
sh603933,19.4,4979.6,1.224,2.81,0.2636,2621
sh688609,9.56,15705.8,0.649,7.05,0.2631,2622
sz002642,6.89,7101.3,1.481,-5.36,0.263,2623
sh601858,21.36,26381.7,0.727,-0.79,0.2609,2624
sz002813,22.8,2835.7,1.202,8.83,0.2606,2625
sz000514,4.4,7237.0,0.87,7.58,0.2579,2626
sz002806,15.28,11489.2,0.774,5.89,0.2577,2627
sh688698,44.45,14366.3,0.748,4.54,0.2555,2628
sh688058,25.72,3098.2,0.979,13.05,0.2553,2629
sh601566,9.05,29450.4,0.485,8.12,0.2553,2630
sh603698,21.2,18593.1,0.858,-1.3,0.2518,2631
sz300972,157.0,33660.0,1.29,-17.16,0.2515,2632
sz301325,32.0,6566.9,1.056,3.86,0.2511,2633
sh603344,22.52,8995.8,1.215,-2.68,0.2502,2634
sh601818,3.0,54299.3,0.596,-2.91,0.2501,2635
sz002085,9.52,21508.6,1.005,-6.58,0.2483,2636
sz002252,4.97,17821.2,0.823,0.2,0.2472,2637
sh600905,3.64,23458.6,0.828,-2.67,0.2467,2638
sz000565,6.61,16681.9,0.576,9.62,0.2441,2639
sh688669,69.07,17859.2,1.211,-9.26,0.2434,2640
sz001207,18.21,7667.9,0.864,7.37,0.2422,2641
sz002158,28.28,33003.0,0.431,10.04,0.2417,2642
sh688327,10.07,18832.9,0.716,3.18,0.2389,2643
sz000848,8.26,10172.8,1.205,-3.5,0.2356,2644
sz300430,4.63,6836.2,1.032,4.28,0.231,2645
sz000536,3.51,32526.8,0.719,-2.23,0.231,2646
sz300015,8.01,37542.6,0.795,-6.1,0.2298,2647
sh603606,35.56,51001.4,0.477,3.46,0.2291,2648
sz300389,13.3,5552.2,1.14,3.91,0.2288,2649
sh688733,29.85,14184.4,0.935,-0.47,0.2286,2650
sz300451,3.48,7295.7,1.199,0.0,0.2276,2651
sz300805,8.52,7030.5,0.929,6.63,0.227,2652
sh603110,25.1,25990.3,0.652,2.45,0.2257,2653
sz002681,4.53,21891.6,0.765,0.22,0.2248,2654
sh600779,26.7,5676.4,1.419,-1.62,0.2237,2655
sz002437,3.64,178215.4,0.546,-12.08,0.221,2656
sz300415,19.15,7308.4,1.355,-2.94,0.2209,2657
sh603399,13.54,43794.5,0.83,-8.51,0.2186,2658
sz300129,7.36,15829.7,0.868,0.41,0.2185,2659
sh600405,5.05,6257.9,0.868,9.54,0.2183,2660
sz000932,3.54,30086.7,0.848,-5.35,0.2183,2661
sz000691,9.28,8297.0,1.677,-9.38,0.2167,2662
sh688095,58.72,19845.2,0.735,2.28,0.2165,2663
sz301225,61.19,19870.0,0.581,8.05,0.2145,2664
sz002334,6.54,6958.6,1.388,-2.97,0.2143,2665
sh688636,21.01,11753.6,0.843,4.11,0.2142,2666
sz002508,16.48,14573.7,0.919,-0.12,0.214,2667
sh688328,84.67,46749.7,0.638,-2.66,0.2137,2668
sh688558,34.19,4110.9,0.982,10.72,0.2128,2669
sz300318,5.23,4007.9,1.375,2.75,0.2098,2670
sh603605,56.79,30133.1,1.038,-10.23,0.2097,2671
sh603990,19.34,34186.2,1.139,-13.74,0.2092,2672
sz301187,15.66,4806.6,1.152,5.31,0.2081,2673
sh600862,17.97,24678.3,0.67,2.51,0.2077,2674
sh603685,25.98,7267.8,0.896,7.44,0.2063,2675
sz301012,23.41,15347.7,0.93,-0.81,0.2049,2676
sz002402,18.72,30319.7,0.695,-0.37,0.2041,2677
sz300863,42.4,26644.1,0.666,1.97,0.2038,2678
sh688098,8.68,2202.9,1.563,5.6,0.202,2679
sz000901,14.05,16849.6,0.768,3.01,0.2017,2680
sz300158,5.28,12734.4,0.942,0.76,0.2004,2681
sh603885,10.2,12815.3,1.118,-3.5,0.1994,2682
sz000048,19.1,37548.1,1.13,-14.35,0.1992,2683
sz300111,2.99,9063.8,1.256,-2.92,0.1986,2684
sh600320,4.07,16590.6,0.928,-1.45,0.1976,2685
sh688156,23.3,11051.7,0.487,18.39,0.1973,2686
sz001300,12.42,6253.2,1.053,5.08,0.1969,2687
sz002966,9.09,31822.0,0.565,4.36,0.1925,2688
sz300551,11.89,17282.3,0.519,12.49,0.1914,2689
sh688281,51.48,16382.4,0.588,9.95,0.1905,2690
sz300579,23.87,14415.4,0.733,5.85,0.1889,2691
sh603612,16.87,19194.9,0.888,-1.69,0.1887,2692
sz300603,8.13,9495.0,0.871,5.72,0.1887,2693
sz300238,12.1,5157.0,1.289,2.11,0.188,2694
sz300559,13.0,10530.2,0.46,20.37,0.1868,2695
sz300955,29.61,3978.0,1.491,1.13,0.1866,2696
sz002693,9.2,12343.1,0.974,0.44,0.186,2697
sz001338,9.18,11294.7,0.879,3.85,0.1847,2698
sz001316,28.44,14198.9,0.679,7.93,0.1834,2699
sh688106,27.02,44913.5,0.611,-0.81,0.1817,2700
sh603458,10.89,14312.5,0.474,16.72,0.1814,2701
sh601377,5.92,35983.7,0.651,-0.17,0.1803,2702
sh601229,9.47,52613.6,0.617,-2.57,0.179,2703
sh600089,18.09,92179.2,0.569,-6.07,0.1788,2704
sh688663,57.05,13618.8,0.751,5.94,0.1786,2705
sz300690,23.96,16660.6,0.724,4.86,0.1771,2706
sh601186,6.03,17709.7,0.915,-1.47,0.1764,2707
sz301159,33.11,6208.2,1.026,6.05,0.1757,2708
sz301368,39.15,5087.5,1.32,1.85,0.174,2709
sh603843,6.6,9123.2,1.606,-8.71,0.1732,2710
sz000912,4.0,42049.1,0.549,2.56,0.1732,2711
sz300589,13.59,35754.8,0.554,3.98,0.1725,2712
sh688303,16.25,12848.4,1.345,-7.72,0.1725,2713
sz000630,6.12,144083.5,0.544,-9.33,0.1723,2714
sz002456,6.85,56998.3,0.653,-4.6,0.1663,2715
sz000050,6.59,12249.8,1.01,-0.15,0.1656,2716
sz002121,4.41,17262.4,1.446,-12.33,0.1653,2717
sz300143,7.85,5889.0,1.349,0.0,0.1637,2718
sz300916,28.11,9884.1,0.893,5.04,0.1616,2719
sh688449,64.36,47088.6,0.549,1.59,0.1614,2720
sz300025,5.88,8936.8,0.817,8.29,0.1571,2721
sh603307,26.43,2320.8,1.526,6.23,0.1566,2722
sz002204,5.38,21848.6,0.712,2.87,0.1563,2723
sz300070,3.42,9869.8,1.168,-1.44,0.1548,2724
sz300390,52.76,134634.2,0.72,-15.29,0.154,2725
sz002056,20.41,36272.7,0.753,-3.45,0.1512,2726
sh601369,8.95,10131.0,0.957,3.23,0.1508,2727
sz300317,3.97,21145.8,1.112,-7.67,0.1486,2728
sz301102,9.71,2214.5,1.713,3.96,0.1478,2729
sz002470,2.04,59236.3,0.507,1.49,0.1472,2730
sz300629,18.2,10054.8,0.86,6.0,0.146,2731
sz000042,8.41,4572.4,1.664,-2.44,0.1457,2732
sz300188,10.53,10388.5,1.035,1.15,0.1439,2733
sz301011,15.86,5631.4,1.202,3.52,0.1434,2734
sz301596,47.54,6477.2,1.135,3.57,0.1411,2735
sh688571,8.85,4490.8,1.325,3.39,0.1404,2736
sh600590,8.46,20781.4,0.761,1.93,0.1403,2737
sh600082,3.27,2430.7,1.33,9.36,0.1382,2738
sz002236,15.85,35542.7,0.676,-0.44,0.1378,2739
sh600135,7.59,7190.8,1.13,2.71,0.137,2740
sz300864,26.3,15755.0,0.894,0.77,0.1335,2741
sz000860,10.44,11229.9,1.113,-1.23,0.1309,2742
sh688612,36.5,20780.8,0.644,6.14,0.1307,2743
sz001360,20.25,12613.9,0.601,12.75,0.1303,2744
sh600331,12.12,49749.5,0.683,-3.89,0.1299,2745
sh603693,11.61,16035.9,0.837,2.29,0.1281,2746
sz002389,18.66,43789.5,0.519,4.13,0.1276,2747
sz300827,25.84,22007.5,0.844,-1.03,0.1267,2748
sz301015,26.12,16162.3,0.7,6.61,0.1254,2749
sz002414,12.02,61413.9,0.674,-5.58,0.1249,2750
sz300517,12.26,8254.8,0.515,20.79,0.1241,2751
sz002466,42.42,158451.6,0.57,-10.81,0.1238,2752
sz001209,19.08,8855.5,0.836,8.22,0.1233,2753
sh600380,9.41,12999.7,0.951,1.29,0.1225,2754
sz300083,12.5,75858.5,0.64,-6.37,0.1224,2755
sz002956,17.67,9116.7,0.989,3.82,0.122,2756
sh688125,128.68,10950.1,0.788,7.65,0.1189,2757
sh600072,8.7,17860.4,0.956,-1.92,0.1185,2758
sz000898,2.01,8629.7,1.332,-2.9,0.1185,2759
sh601921,7.64,7200.6,1.035,5.09,0.118,2760
sz002030,5.6,9539.8,1.13,0.18,0.1159,2761
sz300692,9.46,13548.0,0.865,3.28,0.1156,2762
sz300201,13.71,37794.6,0.74,-2.97,0.1153,2763
sh603393,25.19,18556.2,0.762,3.32,0.1144,2764
sh603108,10.0,12895.6,0.886,3.2,0.114,2765
sh688316,46.39,8045.1,1.223,-0.06,0.1136,2766
sz002543,7.36,12935.4,0.933,1.94,0.1111,2767
sz000798,10.09,42964.3,0.417,9.91,0.1101,2768
sz002562,4.98,12392.2,0.978,1.22,0.1099,2769
sz301002,28.17,10577.9,1.016,1.84,0.1097,2770
sz000713,6.59,30780.2,0.564,5.78,0.1097,2771
sh601825,8.88,19911.2,0.886,-1.0,0.1083,2772
sz002183,4.3,19055.8,1.056,-4.87,0.1079,2773
sz002150,21.88,15975.1,1.078,-3.61,0.1062,2774
sz000782,8.33,11204.3,0.865,5.31,0.1031,2775
sh600258,11.18,22547.0,1.208,-9.77,0.1021,2776
sz301335,25.51,7087.6,1.138,3.11,0.1016,2777
sz002195,6.09,51402.3,0.685,-3.94,0.1009,2778
sz300249,13.54,20330.6,0.683,5.29,0.0993,2779
sh688116,34.3,20108.9,0.749,3.13,0.0988,2780
sz000408,73.85,74191.9,0.634,-5.64,0.0981,2781
sz002654,13.76,56849.6,0.558,0.15,0.0975,2782
sh688687,18.7,4142.1,1.473,2.13,0.0966,2783
sz000058,7.14,6017.3,1.208,3.33,0.0962,2784
sz002120,6.88,20803.0,0.745,2.99,0.0952,2785
sz002596,3.19,9269.3,1.302,-2.74,0.0937,2786
sh605003,24.9,3184.1,1.193,9.93,0.0935,2787
sz001391,3.85,9031.1,1.595,-7.45,0.0924,2788
sz002747,29.47,85093.1,0.604,-5.7,0.0924,2789
sh600758,3.51,29858.7,0.754,-0.85,0.0923,2790
sh600141,28.62,76199.4,0.637,-5.86,0.0872,2791
sh600267,11.8,24146.9,0.937,-3.99,0.0856,2792
sz000960,33.28,99139.2,0.587,-6.44,0.0855,2793
sh688350,29.45,6845.1,1.237,1.62,0.0833,2794
sz301035,49.5,10155.9,1.8,-11.46,0.0833,2795
sz300251,11.05,48802.3,0.571,1.28,0.0825,2796
sz002044,4.48,29590.4,0.875,-4.27,0.0822,2797
sz300045,11.8,13641.4,1.045,-1.01,0.0819,2798
sz002762,10.19,7732.2,0.837,10.04,0.08,2799
sh600661,9.03,5840.1,1.134,5.37,0.08,2800
sh688382,19.91,18495.8,0.907,-0.5,0.0799,2801
sh600712,5.6,26174.2,0.681,3.13,0.0796,2802
sh600665,3.47,5034.1,1.553,-0.86,0.078,2803
sz002016,4.77,5044.9,1.289,3.7,0.0778,2804
sz000631,3.05,3678.7,1.568,2.01,0.0764,2805
sh688107,31.0,16524.2,0.794,3.92,0.0746,2806
sz300315,3.99,37025.3,0.641,1.27,0.0731,2807
sh601728,6.1,51252.5,0.657,-2.56,0.073,2808
sz002540,5.03,5067.4,1.688,-2.9,0.0716,2809
sz000012,3.77,7746.1,1.279,-0.26,0.0716,2810
sz300053,12.24,14731.1,0.861,3.12,0.0711,2811
sz000712,10.28,120252.2,0.338,5.44,0.0703,2812
sh603358,46.43,48282.0,0.61,-0.11,0.0697,2813
sz300219,6.96,8925.2,1.183,0.29,0.0695,2814
sz300900,22.84,25570.5,0.691,3.12,0.0683,2815
sz002705,11.68,5765.3,1.24,3.45,0.0678,2816
sh688685,34.87,10994.9,1.705,-10.73,0.0677,2817
sz002738,44.35,100564.6,0.778,-13.26,0.0669,2818
sz300737,4.85,11699.0,1.103,-0.61,0.0654,2819
sz000831,53.63,136589.1,0.478,-4.28,0.0636,2820
sh603917,14.35,5284.6,0.879,12.81,0.0619,2821
sh688152,36.55,20284.9,0.415,17.98,0.0615,2822
sz002310,2.23,17571.3,1.203,-6.69,0.0607,2823
sh603506,12.21,5783.3,0.944,10.2,0.0606,2824
sh601162,3.67,61215.7,0.625,-2.91,0.06,2825
sz000037,9.01,18110.9,1.196,-6.83,0.0596,2826
sz300680,20.98,11189.7,0.978,2.84,0.0592,2827
sz002007,13.3,13870.9,0.999,0.23,0.059,2828
sh603985,17.07,15526.1,0.781,5.18,0.0562,2829
sh603257,70.37,16585.6,0.754,5.39,0.0554,2830
sz002312,8.41,35916.5,0.647,1.57,0.0535,2831
sz002468,14.77,22430.1,0.673,5.27,0.0507,2832
sh601886,13.64,23067.9,0.619,7.06,0.0503,2833
sh600515,2.73,25040.7,0.91,-3.19,0.0499,2834
sz002515,7.7,71547.2,0.552,-1.28,0.0497,2835
sz000738,19.19,30349.6,0.557,6.97,0.0492,2836
sh600363,15.1,47199.7,1.159,-15.36,0.0479,2837
sz300044,6.13,11866.1,0.606,14.15,0.0473,2838
sh603818,3.82,11970.6,1.042,0.79,0.0468,2839
sh600808,2.49,15654.0,1.273,-6.74,0.045,2840
sz300534,13.74,72575.8,1.173,-19.84,0.0433,2841
sz301299,47.16,8047.7,0.933,7.45,0.0425,2842
sh600941,96.4,75521.3,0.561,-2.08,0.041,2843
sh600130,4.61,11028.8,0.892,5.49,0.0399,2844
sh688182,29.62,12152.9,0.832,6.28,0.0376,2845
sh600686,11.11,18173.7,0.931,-0.45,0.0367,2846
sz002544,15.86,14826.1,1.065,-1.73,0.0366,2847
sh601778,3.43,28151.1,1.033,-7.3,0.036,2848
sh600611,4.5,47116.4,0.724,-3.64,0.0357,2849
sh605011,17.58,19511.2,0.716,5.33,0.0347,2850
sh688171,24.03,4169.4,2.65,-11.59,0.0347,2851
sz300869,11.54,3478.5,1.778,0.0,0.0338,2852
sz300303,6.96,21924.5,0.87,-0.57,0.0332,2853
sh603123,9.56,60852.8,0.652,-3.53,0.0322,2854
sh688153,26.92,9057.6,0.912,7.0,0.0311,2855
sh688289,16.57,7332.4,0.992,7.04,0.0283,2856
sz300468,21.93,128421.2,0.532,-5.88,0.0281,2857
sh600352,12.5,66754.1,0.559,-0.64,0.0278,2858
sz000651,38.36,136499.8,0.464,-3.08,0.027,2859
sz300481,14.31,9449.5,1.047,3.25,0.0267,2860
sz002782,15.52,12138.8,0.963,2.85,0.0243,2861
sz301161,31.34,9627.4,0.774,10.51,0.0232,2862
sh605388,6.14,5871.7,1.382,1.15,0.0231,2863
sh600095,8.94,82874.1,0.441,3.11,0.0228,2864
sh603351,27.55,3567.6,1.532,3.57,0.0203,2865
sh603929,158.73,59135.2,0.597,-0.93,0.0192,2866
sh600027,4.8,35024.1,0.622,3.23,0.0188,2867
sh603027,7.43,10433.7,1.134,0.41,0.0181,2868
sz000776,20.83,114399.0,0.472,-1.65,0.0171,2869
sz301617,53.39,8838.7,0.996,5.24,0.0171,2870
sh603683,16.58,35414.7,0.561,5.67,0.0168,2871
sz002165,7.01,84651.2,0.634,-5.91,0.0143,2872
sh688786,28.96,11201.9,0.74,10.24,0.0138,2873
sh603163,83.5,23923.0,0.657,5.71,0.0134,2874
sh688399,27.89,3805.9,1.854,-1.66,0.0133,2875
sz002361,10.1,83458.6,0.546,-2.04,0.0094,2876
sh600438,11.58,35856.6,0.817,-3.58,0.009,2877
sz300996,12.75,35294.4,0.971,-7.68,0.0087,2878
sz002483,6.15,15492.6,0.528,15.38,0.0078,2879
sh603100,18.71,7703.3,1.074,4.88,0.0062,2880
sh688691,65.49,19299.6,0.798,3.13,0.0055,2881
sh600888,10.06,37385.9,0.798,-3.36,0.0052,2882
sz301278,29.91,3724.3,1.363,6.25,0.0009,2883
sh603290,88.03,42057.3,0.761,-3.31,0.0008,2884
sh603078,32.71,59714.8,0.601,-0.97,0.0001,2885
sh603198,39.14,16469.7,0.948,0.62,-0.0055,2886
sz002333,5.79,6072.4,1.42,0.52,-0.0066,2887
sh688091,40.85,12044.2,0.735,9.96,-0.0076,2888
sz301070,68.4,14980.2,0.805,5.6,-0.01,2889
sh605122,12.2,2789.5,1.64,4.72,-0.012,2890
sh601828,2.19,12387.4,1.114,-0.45,-0.0129,2891
sh601330,8.0,16420.5,0.575,12.99,-0.0135,2892
sz301556,62.31,17283.9,0.657,9.24,-0.0138,2893
sh603345,79.48,48181.4,0.563,2.93,-0.0139,2894
sh688309,77.21,15103.4,0.812,5.36,-0.014,2895
sh603890,16.73,67772.4,0.66,-4.35,-0.0142,2896
sh600892,4.16,34742.8,0.648,2.72,-0.0143,2897
sh688199,25.5,9505.4,0.797,10.39,-0.0148,2898
sh603093,13.6,34054.9,0.473,10.66,-0.017,2899
sh603105,8.19,22629.7,0.814,1.36,-0.0172,2900
sz000020,13.59,15815.0,0.749,6.92,-0.0178,2901
sz000591,4.2,18329.9,1.049,-2.78,-0.0178,2902
sh600372,11.43,35350.2,0.605,4.29,-0.0214,2903
sz301518,25.23,6766.0,0.911,10.56,-0.0228,2904
sz002272,16.02,46270.4,0.712,-2.32,-0.0235,2905
sh601838,18.85,36850.6,0.632,2.84,-0.0241,2906
sz300813,23.21,6117.3,0.834,13.72,-0.0242,2907
sz300920,34.73,6046.8,1.096,7.16,-0.0246,2908
sz300861,16.33,12860.4,1.092,-0.18,-0.0257,2909
sh603172,19.82,5101.6,0.903,13.58,-0.0261,2910
sz301235,47.62,38221.9,0.591,4.18,-0.0261,2911
sh600988,42.5,223664.8,0.503,-9.28,-0.0265,2912
sh688233,103.08,74063.9,0.628,-3.83,-0.0275,2913
sh600629,16.35,49266.4,0.608,0.99,-0.0289,2914
sz002474,6.38,11682.8,1.003,2.9,-0.0291,2915
sz002446,8.07,18596.3,1.109,-4.16,-0.0294,2916
sz300989,15.63,7355.2,0.827,12.2,-0.0315,2917
sz000889,3.74,17794.8,1.268,-6.97,-0.0317,2918
sh601199,6.61,10937.2,0.905,6.1,-0.0326,2919
sz002296,9.55,8596.9,0.992,6.23,-0.0326,2920
sh603500,9.47,5872.3,1.446,0.74,-0.0329,2921
sz300762,26.81,39319.5,0.759,-2.15,-0.0333,2922
sz002796,30.6,34205.5,0.631,3.73,-0.0338,2923
sz002153,7.66,14168.5,1.099,-1.16,-0.036,2924
sz000029,21.88,12399.3,1.306,-4.08,-0.0361,2925
sz001270,99.19,48594.8,0.674,-1.3,-0.0362,2926
sz301281,50.0,13330.0,0.669,11.63,-0.0368,2927
sz301510,28.11,21851.2,0.623,8.53,-0.0392,2928
sz000582,9.39,63256.5,0.974,-12.89,-0.0394,2929
sz301024,35.19,3081.9,1.325,9.32,-0.0398,2930
sz002130,16.57,66201.3,0.657,-3.66,-0.0398,2931
sh601166,17.87,159959.3,0.429,-1.87,-0.0414,2932
sz300751,201.31,118880.9,0.64,-8.76,-0.0415,2933
sh600197,9.48,4971.9,2.001,-5.48,-0.0419,2934
sz300563,26.65,29301.0,0.555,8.55,-0.045,2935
sh603233,17.97,13397.2,1.147,-1.53,-0.0456,2936
sz300046,25.14,11193.2,1.001,3.58,-0.0462,2937
sz301157,67.72,5157.1,0.993,11.4,-0.0465,2938
sz300086,5.49,12051.3,2.394,-18.55,-0.047,2939
sz301056,13.69,8045.5,0.614,18.84,-0.0472,2940
sh603726,24.74,7403.9,1.2,3.26,-0.0503,2941
sh600310,4.42,29271.8,0.698,3.03,-0.0513,2942
sz002015,15.27,182902.2,0.591,-10.91,-0.0532,2943
sh601006,4.69,46880.8,0.712,-2.09,-0.0539,2944
sh688543,43.22,41951.6,0.419,12.03,-0.0546,2945
